Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
200,1781587298361,3204,3204,3204,3204,3204,3204,3204,3204,40,31.57894515991211,40,35,9.523809432983398,9.523809432983398,0,0,4.164633274078369,8589934592,3221225472,6741213184,2244345856
204,1781587298562,3204,3204,3204,3204,3204,3204,3204,3204,55,50,42.105262756347656,35,60.000003814697266,55,45,35,4.164633274078369,8589934592,3221225472,6741213184,2244345856
202,1781587298767,3204,3204,3204,3204,3204,3204,3204,3204,15.000000953674316,10,13.636363983154297,15.000000953674316,5,4.761904716491699,4.761904716491699,0,4.164633274078369,8589934592,3221225472,6741213184,2244345856
199,1781587298970,3204,3204,3204,3204,3204,3204,3204,3204,40,33.333335876464844,25,28.571430206298828,19.047618865966797,5,0,0,4.164633274078369,8589934592,3221225472,6741213184,2244345856
200,1781587299170,3204,3204,3204,3204,3204,3204,3204,3204,35,36.842105865478516,26.3157901763916,21.052631378173828,52.6315803527832,21.052631378173828,10,10,4.164633274078369,8589934592,3221225472,6684278784,2244345856
204,1781587299372,3204,3204,3204,3204,3204,3204,3204,3204,28.571430206298828,21.052631378173828,23.809524536132813,20,70,10,10,28.571430206298828,8.093213081359863,8589934592,3221225472,6603571200,2244345856
203,1781587299576,3204,3204,3204,3204,3204,3204,3204,3204,30.000001907348633,33.333335876464844,35,33.333335876464844,47.619049072265625,30.000001907348633,30.000001907348633,10,8.093213081359863,8589934592,3221225472,6668746752,2244345856
204,1781587299781,3204,3204,3204,3204,3204,3204,3204,3204,15.789472579956055,19.047618865966797,15.000000953674316,20,4.761904716491699,4.761904716491699,0,0,8.093213081359863,8589934592,3221225472,6681559040,2244345856
204,1781587299985,3204,3204,3204,3204,3204,3204,3204,3204,38.095237731933594,30.000001907348633,15.000000953674316,19.047618865966797,5,0,0,0,8.093213081359863,8589934592,3221225472,6684491776,2244345856
203,1781587300190,3204,3204,3204,3204,3204,3204,3204,3204,28.571430206298828,25,22.72727394104004,10,15.000000953674316,9.523809432983398,4.761904716491699,0,8.093213081359863,8589934592,3221225472,6702350336,2244345856
203,1781587300394,3204,3204,3204,3204,3204,3204,3204,3204,31.57894515991211,25,21.052631378173828,20,19.047618865966797,5,0,0,10.224662780761719,8589934592,3221225472,6706479104,2244345856
204,1781587300597,3204,3204,3204,3204,3204,3204,3204,3204,9.523809432983398,9.523809432983398,10,5,0,0,0,4.761904716491699,10.224662780761719,8589934592,3221225472,6681722880,2244345856
204,1781587300803,3204,3204,3204,3204,3204,3204,3204,3204,30.000001907348633,33.333335876464844,28.571430206298828,23.809524536132813,23.809524536132813,10,4.761904716491699,0,10.224662780761719,8589934592,3221225472,6677790720,2244345856
199,1781587301008,3204,3204,3204,3204,3204,3204,3204,3204,38.095237731933594,30.000001907348633,23.809524536132813,19.047618865966797,10.526315689086914,9.523809432983398,9.090909004211426,0,10.224662780761719,8589934592,3221225472,6679494656,2244345856
204,1781587301208,3204,3204,3204,3204,3204,3204,3204,3204,42.105262756347656,36.842105865478516,38.88888931274414,36.842105865478516,45,25,15.789472579956055,14.285715103149414,10.224662780761719,8589934592,3221225472,6718668800,2244345856
200,1781587301413,3204,3204,3204,3204,3204,3204,3204,3204,45,35,23.809524536132813,20,9.090909004211426,4.761904716491699,0,0,7.019676685333252,8589934592,3221225472,6730563584,2244345856
201,1781587301614,3204,3204,3204,3204,3204,3204,3204,3204,52.38095474243164,57.142860412597656,30.000001907348633,33.333335876464844,10.526315689086914,5.263157844543457,5,4.761904716491699,7.019676685333252,8589934592,3221225472,6735609856,2244345856
200,1781587301815,3204,3204,3204,3204,3204,3204,3204,3204,68.42105102539063,57.894737243652344,50,40,15.000000953674316,9.523809432983398,4.761904716491699,0,7.019676685333252,8589934592,3221225472,6717997056,2244345856
203,1781587302017,3204,3204,3204,3204,3204,3204,3204,3204,65,57.142860412597656,70,52.6315803527832,10,15.000000953674316,5.263157844543457,5,7.019676685333252,8589934592,3221225472,6724173824,2244345856
201,1781587302221,3204,3204,3204,3204,3204,3204,3204,3204,52.38095474243164,35,15.000000953674316,19.047618865966797,0,0,0,0,7.019676685333252,8589934592,3221225472,6721290240,2244345856
199,1781587302423,3204,3204,3204,3204,3204,3204,3204,3204,30.000001907348633,30.000001907348633,9.523809432983398,10,38.095237731933594,0,0,0,5.039992332458496,8589934592,3221225472,6707380224,2244345856
204,1781587302623,3204,3204,3204,3204,3204,3204,3204,3204,10.526315689086914,14.285715103149414,10.526315689086914,20,60.000003814697266,31.57894515991211,5,5,5.039992332458496,8589934592,3221225472,6730153984,2244345856
203,1781587302828,3204,3204,3204,3204,3204,3204,3204,3204,23.809524536132813,15.789472579956055,14.285715103149414,15.000000953674316,20,47.619049072265625,5,0,5.039992332458496,8589934592,3221225472,6724337664,2244345856
204,1781587303032,3204,3204,3204,3204,3204,3204,3204,3204,42.85714340209961,30.000001907348633,20,19.047618865966797,40,20,9.523809432983398,5,5.039992332458496,8589934592,3221225472,6712737792,2244345856
204,1781587303238,3204,3204,3204,3204,3204,3204,3204,3204,20,20,9.523809432983398,5.263157844543457,4.761904716491699,0,0,0,5.039992332458496,8589934592,3221225472,6699991040,2244345856
203,1781587303443,3204,3204,3204,3204,3204,3204,3204,3204,9.523809432983398,9.523809432983398,5,9.090909004211426,0,0,0,0,5.231936454772949,8589934592,3221225472,6700466176,2244345856
200,1781587303647,3204,3204,3204,3204,3204,3204,3204,3204,10.526315689086914,20,10,10,0,0,0,0,5.231936454772949,8589934592,3221225472,6672023552,2244345856
201,1781587303848,3204,3204,3204,3204,3204,3204,3204,3204,40,42.85714340209961,45,31.57894515991211,40,35,25,5,5.231936454772949,8589934592,3221225472,6672400384,2244345856
203,1781587304049,3204,3204,3204,3204,3204,3204,3204,3204,35,21.052631378173828,30.000001907348633,23.809524536132813,0,4.761904716491699,0,0,5.231936454772949,8589934592,3221225472,6677151744,2244345856
202,1781587304254,3204,3204,3204,3204,3204,3204,3204,3204,14.285715103149414,5,10,10,0,0,0,0,5.231936454772949,8589934592,3221225472,6679314432,2244345856
204,1781587304457,3204,3204,3204,3204,3204,3204,3204,3204,10,13.636363983154297,9.523809432983398,0,9.523809432983398,0,0,0,5.379169464111328,8589934592,3221225472,6676578304,2244345856
199,1781587304662,3204,3204,3204,3204,3204,3204,3204,3204,15.000000953674316,15.789472579956055,15.000000953674316,9.523809432983398,5,0,0,5,5.379169464111328,8589934592,3221225472,6679969792,2244345856
204,1781587304862,3204,3204,3204,3204,3204,3204,3204,3204,25,20,20,20,14.285715103149414,5.263157844543457,9.523809432983398,0,5.379169464111328,8589934592,3221225472,6680346624,2244345856
200,1781587305067,3204,3204,3204,3204,3204,3204,3204,3204,33.333335876464844,33.333335876464844,28.571430206298828,19.047618865966797,21.052631378173828,23.809524536132813,9.523809432983398,9.523809432983398,5.379169464111328,8589934592,3221225472,6690160640,2244345856
204,1781587305268,3204,3204,3204,3204,3204,3204,3204,3204,42.105262756347656,31.57894515991211,31.57894515991211,26.3157901763916,4.761904716491699,0,0,0,5.379169464111328,8589934592,3221225472,6695796736,2244345856
201,1781587305473,3204,3204,3204,3204,3204,3204,3204,3204,19.047618865966797,18.18181800842285,14.285715103149414,9.523809432983398,0,0,0,0,5.574717044830322,8589934592,3221225472,6698385408,2244345856
200,1781587305674,3204,3204,3204,3204,3204,3204,3204,3204,40,36.842105865478516,28.571430206298828,21.052631378173828,0,4.761904716491699,0,0,5.574717044830322,8589934592,3221225472,6699925504,2244345856
200,1781587305875,3204,3204,3204,3204,3204,3204,3204,3204,36.842105865478516,40,27.77777862548828,33.333335876464844,15.000000953674316,10,5,0,5.574717044830322,8589934592,3221225472,6717243392,2244345856
204,1781587306076,3204,3204,3204,3204,3204,3204,3204,3204,50,42.105262756347656,40.90909194946289,40,23.809524536132813,10,0,0,5.574717044830322,8589934592,3221225472,6719586304,2244345856
204,1781587306281,3204,3204,3204,3204,3204,3204,3204,3204,10,10,5.263157844543457,5.263157844543457,5,4.761904716491699,8.69565200805664,0,5.574717044830322,8589934592,3221225472,6724960256,2244345856
204,1781587306486,3204,3204,3204,3204,3204,3204,3204,3204,9.523809432983398,9.090909004211426,0,4.761904716491699,0,0,0,0,4.746522426605225,8589934592,3221225472,6719176704,2244345856
199,1781587306691,3204,3204,3204,3204,3204,3204,3204,3204,33.333335876464844,25,28.571430206298828,19.047618865966797,20,15.000000953674316,0,4.761904716491699,4.746522426605225,8589934592,3221225472,6712721408,2244345856
203,1781587306891,3204,3204,3204,3204,3204,3204,3204,3204,26.3157901763916,21.052631378173828,20,20,14.285715103149414,9.523809432983398,0,0,4.746522426605225,8589934592,3221225472,6727696384,2244345856
203,1781587307095,3204,3204,3204,3204,3204,3204,3204,3204,35,47.619049072265625,30.000001907348633,25,20,5.263157844543457,5,0,4.746522426605225,8589934592,3221225472,6714851328,2244345856
204,1781587307299,3204,3204,3204,3204,3204,3204,3204,3204,23.809524536132813,15.000000953674316,10,14.285715103149414,20,4.761904716491699,9.523809432983398,0,4.746522426605225,8589934592,3221225472,6703611904,2244345856
204,1781587307504,3204,3204,3204,3204,3204,3204,3204,3204,20,15.000000953674316,18.18181800842285,10,38.095237731933594,9.523809432983398,0,0,4.355183124542236,8589934592,3221225472,6688407552,2244345856
204,1781587307709,3204,3204,3204,3204,3204,3204,3204,3204,10,9.523809432983398,10.526315689086914,5,20,0,0,0,4.355183124542236,8589934592,3221225472,6689259520,2244345856
204,1781587307914,3204,3204,3204,3204,3204,3204,3204,3204,40,35,28.571430206298828,20,14.285715103149414,0,4.761904716491699,0,4.355183124542236,8589934592,3221225472,6684917760,2244345856
204,1781587308119,3204,3204,3204,3204,3204,3204,3204,3204,31.81818199157715,33.333335876464844,25,20,15.000000953674316,4.761904716491699,0,0,4.355183124542236,8589934592,3221225472,6662750208,2244345856
201,1781587308324,3204,3204,3204,3204,3204,3204,3204,3204,20,15.000000953674316,14.285715103149414,14.285715103149414,15.000000953674316,5,0,4.761904716491699,4.6268815994262695,8589934592,3221225472,6662995968,2244345856
204,1781587308527,3204,3204,3204,3204,3204,3204,3204,3204,21.052631378173828,25,21.052631378173828,23.809524536132813,45,35,31.57894515991211,25,4.6268815994262695,8589934592,3221225472,6613598208,2244345856
203,1781587308731,3204,3204,3204,3204,3204,3204,3204,3204,5,5,4.761904716491699,0,4.761904716491699,0,0,0,4.6268815994262695,8589934592,3221225472,6614138880,2244345856
204,1781587308935,3204,3204,3204,3204,3204,3204,3204,3204,28.571430206298828,28.571430206298828,25,15.000000953674316,10,5,4.761904716491699,4.761904716491699,4.6268815994262695,8589934592,3221225472,6618169344,2244345856
201,1781587309140,3204,3204,3204,3204,3204,3204,3204,3204,20,25,28.571430206298828,15.000000953674316,10,9.523809432983398,0,0,4.6268815994262695,8589934592,3221225472,6624591872,2244345856
204,1781587309341,3204,3204,3204,3204,3204,3204,3204,3204,10,10,10.526315689086914,5,0,0,0,0,4.864541530609131,8589934592,3221225472,6626328576,2244345856
204,1781587309547,3204,3204,3204,3204,3204,3204,3204,3204,10,10,9.523809432983398,9.523809432983398,0,0,0,0,4.864541530609131,8589934592,3221225472,6617989120,2244345856
200,1781587309751,3204,3204,3204,3204,3204,3204,3204,3204,23.809524536132813,10,10,5,10,0,0,0,4.864541530609131,8589934592,3221225472,6617874432,2244345856
200,1781587309952,3204,3204,3204,3204,3204,3204,3204,3204,30.000001907348633,23.809524536132813,30.000001907348633,20,23.809524536132813,5,5,0,4.864541530609131,8589934592,3221225472,6618857472,2244345856
200,1781587310153,3204,3204,3204,3204,3204,3204,3204,3204,10,5.263157844543457,9.523809432983398,9.523809432983398,15.000000953674316,5,0,0,4.864541530609131,8589934592,3221225472,6619365376,2244345856
203,1781587310354,3204,3204,3204,3204,3204,3204,3204,3204,35,30.000001907348633,21.052631378173828,25,15.789472579956055,0,4.761904716491699,0,5.228418350219727,8589934592,3221225472,6620774400,2244345856
202,1781587310558,3204,3204,3204,3204,3204,3204,3204,3204,19.047618865966797,19.047618865966797,15.000000953674316,0,5,5,0,0,5.228418350219727,8589934592,3221225472,6609534976,2244345856
204,1781587310760,3204,3204,3204,3204,3204,3204,3204,3204,21.052631378173828,15.789472579956055,14.285715103149414,15.000000953674316,25,15.000000953674316,10,9.090909004211426,5.228418350219727,8589934592,3221225472,6627098624,2244345856
200,1781587310965,3204,3204,3204,3204,3204,3204,3204,3204,38.095237731933594,30.000001907348633,19.047618865966797,14.285715103149414,18.18181800842285,0,4.761904716491699,0,5.228418350219727,8589934592,3221225472,6607110144,2244345856
204,1781587311166,3204,3204,3204,3204,3204,3204,3204,3204,21.052631378173828,28.571430206298828,15.789472579956055,15.000000953674316,36.842105865478516,19.047618865966797,25,15.000000953674316,5.228418350219727,8589934592,3221225472,6609207296,2244345856
200,1781587311371,3204,3204,3204,3204,3204,3204,3204,3204,14.285715103149414,10,5,5,4.761904716491699,5,0,4.761904716491699,4.034735679626465,8589934592,3221225472,6608338944,2244345856
201,1781587311572,3204,3204,3204,3204,3204,3204,3204,3204,10,9.523809432983398,9.523809432983398,4.761904716491699,0,0,0,0,4.034735679626465,8589934592,3221225472,6608322560,2244345856
203,1781587311774,3204,3204,3204,3204,3204,3204,3204,3204,20,15.789472579956055,15.000000953674316,10,9.523809432983398,4.761904716491699,0,0,4.034735679626465,8589934592,3221225472,6613352448,2244345856
200,1781587311978,3204,3204,3204,3204,3204,3204,3204,3204,31.57894515991211,33.333335876464844,25,15.789472579956055,21.052631378173828,4.761904716491699,4.761904716491699,0,4.034735679626465,8589934592,3221225472,6610518016,2244345856
202,1781587312179,3204,3204,3204,3204,3204,3204,3204,3204,14.285715103149414,10,10,9.523809432983398,0,0,0,0,4.034735679626465,8589934592,3221225472,6608846848,2244345856
200,1781587312382,3204,3204,3204,3204,3204,3204,3204,3204,28.571430206298828,25,15.000000953674316,20,38.095237731933594,10,0,0,4.283600330352783,8589934592,3221225472,6619021312,2244345856
203,1781587312583,3204,3204,3204,3204,3204,3204,3204,3204,10.526315689086914,15.789472579956055,15.000000953674316,10,25,15.789472579956055,5,4.761904716491699,4.283600330352783,8589934592,3221225472,6623117312,2244345856
204,1781587312787,3204,3204,3204,3204,3204,3204,3204,3204,14.285715103149414,10,15.000000953674316,10,15.000000953674316,9.523809432983398,4.761904716491699,0,4.283600330352783,8589934592,3221225472,6623117312,2244345856
204,1781587312992,3204,3204,3204,3204,3204,3204,3204,3204,30.000001907348633,36.3636360168457,27.272727966308594,14.285715103149414,10,0,0,0,4.283600330352783,8589934592,3221225472,6623117312,2244345856
204,1781587313197,3204,3204,3204,3204,3204,3204,3204,3204,10,15.000000953674316,0,5,22.72727394104004,0,28.571430206298828,0,4.283600330352783,8589934592,3221225472,6623117312,2244345856
204,1781587313402,3204,3204,3204,3204,3204,3204,3204,3204,25,15.000000953674316,19.047618865966797,10,15.000000953674316,9.523809432983398,4.761904716491699,0,4.701180934906006,8589934592,3221225472,6615875584,2244345856
201,1781587313607,3204,3204,3204,3204,3204,3204,3204,3204,19.047618865966797,25,10,14.285715103149414,0,0,0,0,4.701180934906006,8589934592,3221225472,6611615744,2244345856
204,1781587313809,3204,3204,3204,3204,3204,3204,3204,3204,20,19.047618865966797,15.000000953674316,10,20,5,0,0,4.701180934906006,8589934592,3221225472,6612795392,2244345856
202,1781587314014,3204,3204,3204,3204,3204,3204,3204,3204,40,40,25,35,0,0,0,0,4.701180934906006,8589934592,3221225472,6613893120,2244345856
199,1781587314217,3204,3204,3204,3204,3204,3204,3204,3204,30.000001907348633,21.052631378173828,25,23.809524536132813,0,9.090909004211426,0,0,4.701180934906006,8589934592,3221225472,6618677248,2244345856
200,1781587314417,3204,3204,3204,3204,3204,3204,3204,3204,30.000001907348633,33.333335876464844,23.809524536132813,15.000000953674316,14.285715103149414,0,5,0,4.436839580535889,8589934592,3221225472,6610780160,2244345856
200,1781587314619,3204,3204,3204,3204,3204,3204,3204,3204,15.789472579956055,15.000000953674316,10,10.526315689086914,9.523809432983398,5,4.761904716491699,0,4.436839580535889,8589934592,3221225472,6609616896,2244345856
204,1781587314820,3204,3204,3204,3204,3204,3204,3204,3204,10,5.263157844543457,10,9.523809432983398,0,0,0,0,4.436839580535889,8589934592,3221225472,6609616896,2244345856
203,1781587315025,3204,3204,3204,3204,3204,3204,3204,3204,33.333335876464844,31.81818199157715,20,20,5.263157844543457,0,0,0,4.436839580535889,8589934592,3221225472,6609616896,2244345856
204,1781587315229,3204,3204,3204,3204,3204,3204,3204,3204,23.809524536132813,31.57894515991211,19.047618865966797,19.047618865966797,0,0,0,0,4.436839580535889,8589934592,3221225472,6609616896,2244345856
203,1781587315434,3204,3204,3204,3204,3204,3204,3204,3204,25,28.571430206298828,20,20,13.636363983154297,9.090909004211426,0,0,4.46256685256958,8589934592,3221225472,6610796544,2244345856
203,1781587315639,3204,3204,3204,3204,3204,3204,3204,3204,14.285715103149414,10.526315689086914,10,9.523809432983398,0,0,4.761904716491699,4.761904716491699,4.46256685256958,8589934592,3221225472,6589808640,2244345856
204,1781587315842,3204,3204,3204,3204,3204,3204,3204,3204,30.000001907348633,23.809524536132813,20,21.052631378173828,5,5,0,4.761904716491699,4.46256685256958,8589934592,3221225472,6602850304,2244345856
204,1781587316047,3204,3204,3204,3204,3204,3204,3204,3204,40,35,25,33.333335876464844,19.047618865966797,0,0,0,4.46256685256958,8589934592,3221225472,6602850304,2244345856
200,1781587316252,3204,3204,3204,3204,3204,3204,3204,3204,20,19.047618865966797,19.047618865966797,10,10,9.523809432983398,0,0,4.46256685256958,8589934592,3221225472,6602850304,2244345856
204,1781587316453,3204,3204,3204,3204,3204,3204,3204,3204,20,15.789472579956055,20,19.047618865966797,10,0,4.761904716491699,0,4.473370552062988,8589934592,3221225472,6597541888,2244345856
199,1781587316658,3204,3204,3204,3204,3204,3204,3204,3204,25,19.047618865966797,10,15.789472579956055,4.761904716491699,4.761904716491699,0,0,4.473370552062988,8589934592,3221225472,6573359104,2244345856
202,1781587316858,3204,3204,3204,3204,3204,3204,3204,3204,38.095237731933594,45,30.000001907348633,25,60.000003814697266,40,31.57894515991211,16.666667938232422,4.473370552062988,8589934592,3221225472,6626983936,2244345856
203,1781587317061,3204,3204,3204,3204,3204,3204,3204,3204,42.105262756347656,35,40,35,33.333335876464844,20,19.047618865966797,14.285715103149414,4.473370552062988,8589934592,3221225472,6668877824,2244345856
204,1781587317265,3204,3204,3204,3204,3204,3204,3204,3204,23.809524536132813,20,9.523809432983398,9.523809432983398,5.263157844543457,5,0,0,4.473370552062988,8589934592,3221225472,6654541824,2244345856
199,1781587317470,3204,3204,3204,3204,3204,3204,3204,3204,15.000000953674316,10,10,9.523809432983398,0,0,0,0,4.226068496704102,8589934592,3221225472,6664650752,2244345856
202,1781587317670,3204,3204,3204,3204,3204,3204,3204,3204,20,23.809524536132813,10.526315689086914,10,0,0,0,0,4.226068496704102,8589934592,3221225472,6664011776,2244345856
201,1781587317873,3204,3204,3204,3204,3204,3204,3204,3204,31.57894515991211,26.3157901763916,42.85714340209961,20,15.789472579956055,10,0,0,4.226068496704102,8589934592,3221225472,6641270784,2244345856
202,1781587318074,3204,3204,3204,3204,3204,3204,3204,3204,30.000001907348633,23.809524536132813,20,20,23.809524536132813,10,0,0,4.226068496704102,8589934592,3221225472,6641270784,2244345856
199,1781587318277,3204,3204,3204,3204,3204,3204,3204,3204,28.571430206298828,20,20,15.789472579956055,9.523809432983398,0,4.761904716491699,0,4.226068496704102,8589934592,3221225472,6641270784,2244345856
200,1781587318477,3204,3204,3204,3204,3204,3204,3204,3204,25,21.052631378173828,15.000000953674316,19.047618865966797,31.57894515991211,30.000001907348633,20,28.571430206298828,4.236584663391113,8589934592,3221225472,6627770368,2244345856
204,1781587318678,3204,3204,3204,3204,3204,3204,3204,3204,20,23.809524536132813,10.526315689086914,15.000000953674316,5,5,0,0,4.236584663391113,8589934592,3221225472,6633455616,2244345856
204,1781587318883,3204,3204,3204,3204,3204,3204,3204,3204,26.3157901763916,25,28.571430206298828,20,28.571430206298828,5,5,0,4.236584663391113,8589934592,3221225472,6633455616,2244345856
204,1781587319088,3204,3204,3204,3204,3204,3204,3204,3204,33.333335876464844,26.3157901763916,19.047618865966797,20,20,9.523809432983398,0,4.761904716491699,4.236584663391113,8589934592,3221225472,6633455616,2244345856
203,1781587319293,3204,3204,3204,3204,3204,3204,3204,3204,23.809524536132813,23.809524536132813,19.047618865966797,15.000000953674316,9.523809432983398,0,9.090909004211426,0,4.236584663391113,8589934592,3221225472,6633455616,2244345856
199,1781587319497,3204,3204,3204,3204,3204,3204,3204,3204,35,28.571430206298828,21.052631378173828,28.571430206298828,20,10,5,0,5.390470027923584,8589934592,3221225472,6623756288,2244345856
204,1781587319697,3204,3204,3204,3204,3204,3204,3204,3204,20,10.526315689086914,10,10,0,4.761904716491699,0,0,5.390470027923584,8589934592,3221225472,6618906624,2244345856
204,1781587319902,3204,3204,3204,3204,3204,3204,3204,3204,25,23.809524536132813,19.047618865966797,20,4.761904716491699,0,0,0,5.390470027923584,8589934592,3221225472,6617300992,2244345856
203,1781587320107,3204,3204,3204,3204,3204,3204,3204,3204,52.38095474243164,50,35,33.333335876464844,15.000000953674316,4.761904716491699,0,0,5.390470027923584,8589934592,3221225472,6633357312,2244345856
199,1781587320311,3204,3204,3204,3204,3204,3204,3204,3204,15.789472579956055,19.047618865966797,19.047618865966797,23.809524536132813,0,0,0,0,4.7429327964782715,8589934592,3221225472,6633521152,2244345856
204,1781587320511,3204,3204,3204,3204,3204,3204,3204,3204,30.000001907348633,25,27.77777862548828,15.789472579956055,15.789472579956055,0,0,0,4.7429327964782715,8589934592,3221225472,6628130816,2244345856
204,1781587320716,3204,3204,3204,3204,3204,3204,3204,3204,23.809524536132813,20,22.72727394104004,10,5,4.761904716491699,4.761904716491699,0,4.7429327964782715,8589934592,3221225472,6628950016,2244345856
203,1781587320921,3204,3204,3204,3204,3204,3204,3204,3204,25,30.000001907348633,20,23.809524536132813,23.809524536132813,10,0,0,4.7429327964782715,8589934592,3221225472,6643941376,2244345856
204,1781587321124,3204,3204,3204,3204,3204,3204,3204,3204,23.809524536132813,25,15.000000953674316,15.000000953674316,31.57894515991211,25,14.285715103149414,33.333335876464844,4.7429327964782715,8589934592,3221225472,6643646464,2244345856
201,1781587321330,3204,3204,3204,3204,3204,3204,3204,3204,10.526315689086914,10,10,5,9.090909004211426,0,0,0,4.568022727966309,8589934592,3221225472,6643646464,2244345856
204,1781587321531,3204,3204,3204,3204,3204,3204,3204,3204,15.000000953674316,9.523809432983398,9.523809432983398,9.523809432983398,0,0,0,0,4.568022727966309,8589934592,3221225472,6630604800,2244345856
202,1781587321737,3204,3204,3204,3204,3204,3204,3204,3204,22.72727394104004,9.523809432983398,5,5,0,0,0,0,4.568022727966309,8589934592,3221225472,6618103808,2244345856
199,1781587321940,3204,3204,3204,3204,3204,3204,3204,3204,31.57894515991211,35,28.571430206298828,23.809524536132813,14.285715103149414,9.523809432983398,0,4.761904716491699,4.568022727966309,8589934592,3221225472,6632308736,2244345856
201,1781587322140,3204,3204,3204,3204,3204,3204,3204,3204,10,10.526315689086914,15.000000953674316,5.263157844543457,0,0,0,0,4.568022727966309,8589934592,3221225472,6631145472,2244345856
203,1781587322343,3204,3204,3204,3204,3204,3204,3204,3204,10.526315689086914,19.047618865966797,5.263157844543457,10,0,0,0,0,4.331680774688721,8589934592,3221225472,6632292352,2244345856
200,1781587322547,3204,3204,3204,3204,3204,3204,3204,3204,22.72727394104004,14.285715103149414,5,9.523809432983398,9.090909004211426,0,0,0,4.331680774688721,8589934592,3221225472,6634602496,2244345856
199,1781587322748,3204,3204,3204,3204,3204,3204,3204,3204,15.000000953674316,15.789472579956055,10,0,10.526315689086914,0,4.761904716491699,0,4.331680774688721,8589934592,3221225472,6649085952,2244345856
203,1781587322948,3204,3204,3204,3204,3204,3204,3204,3204,21.052631378173828,26.3157901763916,19.047618865966797,15.000000953674316,0,0,0,0,4.331680774688721,8589934592,3221225472,6649430016,2244345856
200,1781587323152,3204,3204,3204,3204,3204,3204,3204,3204,14.285715103149414,14.285715103149414,10,9.090909004211426,0,0,0,0,4.331680774688721,8589934592,3221225472,6650085376,2244345856
204,1781587323353,3204,3204,3204,3204,3204,3204,3204,3204,10.526315689086914,10.526315689086914,15.000000953674316,10.526315689086914,9.523809432983398,9.523809432983398,5,0,4.629599094390869,8589934592,3221225472,6659489792,2244345856
200,1781587323558,3204,3204,3204,3204,3204,3204,3204,3204,19.047618865966797,22.72727394104004,14.285715103149414,15.000000953674316,10,9.523809432983398,4.761904716491699,0,4.629599094390869,8589934592,3221225472,6656131072,2244345856
203,1781587323759,3204,3204,3204,3204,3204,3204,3204,3204,20,20,10.526315689086914,10,9.523809432983398,0,0,0,4.629599094390869,8589934592,3221225472,6640336896,2244345856
200,1781587323962,3204,3204,3204,3204,3204,3204,3204,3204,55,50,40,38.095237731933594,26.3157901763916,10.526315689086914,5,0,4.629599094390869,8589934592,3221225472,6642270208,2244345856
203,1781587324163,3204,3204,3204,3204,3204,3204,3204,3204,31.57894515991211,35,25,25,42.85714340209961,23.809524536132813,10,5,4.629599094390869,8589934592,3221225472,6650429440,2244345856
201,1781587324367,3204,3204,3204,3204,3204,3204,3204,3204,30.000001907348633,30.000001907348633,19.047618865966797,15.789472579956055,20,19.047618865966797,14.285715103149414,5,4.071228504180908,8589934592,3221225472,6649462784,2244345856
201,1781587324569,3204,3204,3204,3204,3204,3204,3204,3204,31.81818199157715,21.052631378173828,15.000000953674316,10,10,0,0,0,4.071228504180908,8589934592,3221225472,6637109248,2244345856
204,1781587324771,3204,3204,3204,3204,3204,3204,3204,3204,25,19.047618865966797,26.3157901763916,13.636363983154297,5.263157844543457,5.263157844543457,0,9.523809432983398,4.071228504180908,8589934592,3221225472,6633144320,2244345856
203,1781587324976,3204,3204,3204,3204,3204,3204,3204,3204,55,55,38.095237731933594,31.57894515991211,54.54545593261719,33.333335876464844,28.571430206298828,25,4.071228504180908,8589934592,3221225472,6633144320,2244345856
199,1781587325180,3204,3204,3204,3204,3204,3204,3204,3204,25,25,30.000001907348633,14.285715103149414,5,5,4.761904716491699,0,4.071228504180908,8589934592,3221225472,6633144320,2244345856
199,1781587325381,3204,3204,3204,3204,3204,3204,3204,3204,20,20,23.809524536132813,10.526315689086914,0,0,0,0,4.091676712036133,8589934592,3221225472,6633144320,2244345856
204,1781587325581,3204,3204,3204,3204,3204,3204,3204,3204,26.3157901763916,20,15.789472579956055,15.000000953674316,10,5,0,0,4.091676712036133,8589934592,3221225472,6680281088,2244345856
199,1781587325787,3204,3204,3204,3204,3204,3204,3204,3204,14.285715103149414,23.809524536132813,15.000000953674316,18.18181800842285,20,9.523809432983398,0,4.761904716491699,4.091676712036133,8589934592,3221225472,6686457856,2244345856
204,1781587325986,3204,3204,3204,3204,3204,3204,3204,3204,30.000001907348633,31.57894515991211,25,10.526315689086914,4.761904716491699,0,0,0,4.091676712036133,8589934592,3221225472,6646726656,2244345856
204,1781587326191,3204,3204,3204,3204,3204,3204,3204,3204,25,15.000000953674316,14.285715103149414,15.000000953674316,23.809524536132813,5,0,0,4.091676712036133,8589934592,3221225472,6644039680,2244345856
